Ticker,CompanyName,Notes,naics_orig,naics,Sector,Industry,@@@GLASSDOOR@@@,TotalReviews,OverallRating,Culture_Values,WorkLifeBalance,SeniorManagement,Compensation_Benefits,CareerOpportunities,Recommend,PositiveBusinessOutlook,TotalCEORatings,CEOApproval,TotalInterviews,PositiveInterviewExperience,NeutralInterviewExperience,NegativeInterviewExperience,InterviewDifficulty,TotalBenefitRatings,BenefitRating,@@@MINDSET_CODING@@@,xOTIOverall,OTI_Coded,OTI1_H,OTI2_H,OTI3_H,OTI4_H,OTI5_H,OTI6_H,OTI7_H,OTI8_H,rOTI2_H,Performance_H,Growth_H,TheBest_H,Motivated_H,Geniuses_H,WorkHard_H,Products_H,Clients_H,Competitors_H,Employees_H,Diversity_H,OTI1_S,OTI2_S,OTI3_S,OTI4_S,OTI5_S,OTI6_S,OTI7_S,OTI8_S,Performance_S,Growth_S,TheBest_S,Motivated_S,Geniuses_S,WorkHard_S,Products_S,Clients_S,Competitors_S,Employees_S,Diversity_S,rOTI5_H,rOTI7_H,rOTI2_S,rOTI5_S,rOTI7_S,xOTI_H,xOTI_S,diff_OTI_HvsS,VAR00001,xPerformance,xGrowth,xTheBest,xMotivated,xGeniuses,xWorkHard,xProducts,xClients,xCompetitors,xEmployees,xDiversity,xOTI_Dweck,@@@Compustat@@@,conm_2013,conm_2014,gvkey_2013,gvkey_2014,datadate_2013,datadate_2014,fyear_2013,fyear_2014,indfmt_2013,consol_2013,popsrc_2013,curcd_2013,fyr_2013,fyr_2014,emp_2013,emp_2014,gp_2013,gp_2014,sale_2013,sale_2014,ni_2013,ni_2014,revt_2013,revt_2014,at_2013,at_2014,dltt_2013,dltt_2014,ebit_2013,ebit_2014,seq_2013,seq_2014,teq_2013,teq_2014,xrd_2013,xrd_2014,costat_2013,costat_2014,spcsrc_2013,spcsrc_2014,DIV_str_C,DIV_str_E,DIV_str_H,DIV_con_A,DIV_con_C,DIV_con_D,DIV_str_num,DIV_con_num,CGOV_str_num,CGOV_con_num,CGOV_con_K,CGOV_con_L,CGOV_con_M,CGOV_str_G,CGOV_str_H,YEAR,CompanyAge,CompFounded,InsidersControl,InsidersPctg,DirectorsInside,DirectorsInsidePct,DirectorsOutside,DirectorsOver10YrsTenure,DirectorsOver10YrsTenurePct,DirectorsOver15YrsTenure,DirectorsOver15YrsTenurePct,DirectorsProblem,DirectorsProblemPct,DirectorsWomen,DirectorsWomenPct,DirectorsTotal,CEOCompensationYear,Tenure,CEOBaseSalary,CEOSharesHeld,CEOBonus,CEOTotAnnComp,CEOAllOtherCompensation,@@@@@@,ROE_2013,ROS_2013,xLogRev13,xLogRev14,xLogEmp13,xLogEmp14,xLogAt13,xLogAt14,xRisk13,xRisk14,xRD_intensity13,xRD_intensity14,xOTI_1SD,xEChange,@@@Process@@@,xOTI,xLEmp13,xLEmp14,xLRev13,xLAt13,CompAge,Overall,Culture,Reviews,ID,Exclude,filter_$,ZxOTIOverall,ZOverallRating
GNW,Genworth Financial, ,524113,524113,52,"insurance: life, health (stock)", ,504,3.1,3.3,3.5,2.5,3.2,2.7,53,19,164,48,117,62,21,16,2.9,70,3.9, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,2,0,3,1,6,1,6,6,1,6,1,6,3,1,2,4,0,4,1,2,0,3,0,6,6,6,6,6,6,6,0, ,1.5,3,1,4.5,0,4.5,0.5,2,0,3,0.5,6, ,GENWORTH FINANCIAL INC,GENWORTH FINANCIAL INC,158354,158354,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,5,5.3,1710,132,9403,9567,560,-1244,9403,9567,108045,111358,6956,6854,1592,54,14393,14923,15620,16797, , ,A,A,C,C,0,0,0,0,0,1,0,1,1,0,0,0,0, ,1,2013,9,2004,No,0,1,0.111111,8,0,0,0,0,0,0,2,0.222222,9,2012,0,724344, ,200000,1889565,165221, ,0.101920615,0.059555461,9.148784066,9.166074956,1.791759469,1.840549633,11.59030309,11.62050552,0.064380582,0.061549238, , ,1,0.3, ,6,1.791759469,1.840549633,9.148784066,11.59030309,9,3.1,3.3,504,271,0,1,1.131632194,-0.637138528
GILD,Gilead Sciences, ,325414,325414,31,pharmaceuticals, ,560,3.2,3,2.4,2.8,3.7,3,59,47,56,82,194,53,23,22,3.1,84,4.1, ,4.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,4,3,0,5,0,4,3,4,4,3,4,3,4,4,2,4,3,4,3,4,2,0,3,0,5,5,4,4,4,5,4,1, ,2.5,3,2.5,3.5,2.5,3.5,4,2.5,0,4,0,4.5, ,GILEAD SCIENCES INC,GILEAD SCIENCES INC,24856,24856,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,6.1,7,8589.13,22045,11201.688,24890,3074.808,12101,11201.688,24890,22496.785,34664,3938.708,11921,4591.786,15383,11432.898,15441,11808.332,15834,2119.756,2854,A,A,B+,B+,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,26,1987,No,0.0229,1,0.1,9,3,0.3,2,0.2,2,0.2,2,0.2,10,2012,17,1494214, ,0,4876714,7500, ,0.388859832,0.274495058,9.32381976,10.1222214,1.960094784,2.079441542,10.02112769,10.45345696,0.175078706,0.343901454,0.189235408,0.114664524, ,0.9, ,4.5,1.960094784,2.079441542,9.32381976,10.02112769,26,3.2,3,560,280,0,1,0.118647531,-0.381434306
GLP,Global Partners, ,424710,424710,42,wholesalers: diversified, ,56,3.2,3,3,3.1,3.5,3,55,57,31,82,10,60,10,30,2.7,5,3.8, ,2,0,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,5,3,1,2,1,2,5,2,2,5,2,5,2,5,2,4,2,3,1,5,2,0,0,0,2,2,2,2,2,2,2,0, ,4.5,1.5,4,1.5,3.5,1,5,2.5,0.5,1,0.5,2, ,GLOBAL PARTNERS LP,GLOBAL PARTNERS LP,163935,163935,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12, , ,461.447,604.002,19589.608,17269.954,42.615,114.709,19589.608,17269.954,2427.922,2039.977,910.618,602.411,85.409,165.707,415.237,586.942,463.18,636.156, , ,A,A, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.184396995,0.002175388,9.882754501,9.756723508, , ,7.794791026,7.620693812,0.375060649,0.295302839, , ,0, , ,2, , ,9.882754501,7.794791026, ,3.2,3,56,157,3,0,-1.569660241,-0.381434306
GS,Goldman Sachs Group, ,523110,523110,52,commercial banks, ,4161,3.8,3.7,2.7,3.3,3.8,3.8,76,55,2373,93,3424,64,26,9,3.2,361,4.2, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,1,0,5,0,6,1,6,6,1,6,1,6,2,4,2,4,3,4,0,0,0,5,3,6,6,6,6,6,6,6,0, ,1,4.5,1,4.5,1.5,4.5,0,0.5,0,5,1.5,6, ,GOLDMAN SACHS GROUP INC,GOLDMAN SACHS GROUP INC,114628,114628,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,32.9,34,19129,18629,40663,39796,8040,8477,40663,39796,911507,856240,168489,174820,17807,17292,78467,82797,78467,82797, , ,A,A,B+,B+,0,1,1,0,0,0,2,0,1,1,0,0,1, ,1,2013,144,1869,No,0.03318,2,0.166667,9,4,0.333333,0,0,0,0,2,0.166667,12,2012,7,2000000, ,5700000,8023514,323514, ,0.226936164,0.197722745,10.61307387,10.59152168,3.523415014,3.555348061,13.72285455,13.66030599,0.184846633,0.204171728, , ,1,1.1, ,6,3.523415014,3.555348061,10.61307387,13.72285455,144,3.8,3.7,4161,68,0,1,1.131632194,1.152791025
GT,Goodyear Tire & Rubber, ,326211,326211,31,motor vehicles and parts, ,688,3.2,2.9,2.7,2.7,3.5,3,60,42,292,76,180,54,29,15,2.9,58,3.5, ,4.5, ,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,1,3,0,2,0,5,2,5,5,2,5,2,5,3,4,4,4,2,4,3,2,0,4,1,4,4,5,5,5,4,5,1, ,2.5,3.5,3,3.5,2,3.5,2,2.5,0,3,0.5,4.5, ,GOODYEAR TIRE & RUBBER CO,GOODYEAR TIRE & RUBBER CO,5234,5234,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,69,67,4840,5002,19540,18138,629,2452,19540,18138,17527,18109,6162,6216,1375,1557,1606,3610,1868,3845,390,399,A,A,B-,B-,0,0,1,0,0,0,1,0,0,0,0,0,0, , ,2013,111,1898,No,0.012,1,0.076923,11,0,0,0,0,1,0.076923,2,0.153846,13,2012,3,1033333, ,0,10396049,57849, ,0.73608137,0.032190379,9.880218926,9.805764464,4.248495242,4.219507705,9.771497828,9.804164331,0.351571861,0.343254735,0.019959058,0.021998015, ,-2, ,4.5,4.248495242,4.219507705,9.880218926,9.771497828,111,3.2,2.9,688,137,0,1,0.118647531,-0.381434306
GOOGL,Google, ,519130,519130,51,internet services and retailing, ,6997,4.4,4.4,4,3.9,4.4,4.1,91,84,1425,97,7294,60,24,15,3.4,789,4.6, ,3.5, ,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,1,0,0,0,0,3,4,3,3,4,3,4,3,3,0,1,0,1,0,5,0,0,0,0,4,4,3,3,3,4,3,1, ,2.5,1.5,1.5,1.5,1.5,1.5,3,0,0,0,0,3.5, ,ALPHABET INC,ALPHABET INC,160329,160329,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,47.756,53.6,37940,45290,59825,66001,12920,14444,59825,66001,110920,131133,2236,3228,14089,16874,87309,104500,87309,104500,7952,9832,A,A,A-,A-,0,0,1,0,0,0,1,0,1,0,0,0,0,1, ,2013, , , , , , , , , , , , , , , , , , , , , , , , ,0.161369389,0.215963226,10.99917891,11.09742517,3.886828267,4.000033883,11.6165645,11.78396735,0.020158673,0.024616229,0.13292102,0.14896744, ,5.844, ,3.5,3.886828267,4.000033883,10.99917891,11.6165645, ,4.4,4.4,6997,55,0,1,-0.556675577,2.687016355
--,Graybar Electric,not publicly traded, , ,42,wholesalers: diversified, ,293,3.4,3.5,3.5,3.1,3.5,3.4,68,70,146,84,65,61,24,13,2.7,63,4.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.4,3.5,293,465,3,0, ,0.129974138
GPI,Group 1 Automotive, ,441110,441110,44,"automotive retailing, services", ,127,2.8,2.8,2.5,2.6,2.8,2.8,46,43,54,63,25,39,34,26,2,26,2.7, ,2.6875, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,5,4,0,2,1,2,5,3,3,4,2,5,2,5,1,3,1,3,1,5,2,0,0,0,3,3,2,3,2,3,2.375,0.625, ,4,1.5,3,1.5,3,1.5,5,3,0,1,0.5,2.75, ,GROUP 1 AUTOMOTIVE INC,GROUP 1 AUTOMOTIVE INC,65718,65718,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,11.51,11.978,1292.546,1447.938,8918.581,9937.889,113.992,93.004,8918.581,9937.889,3819.478,4141.492,663.689,1008.837,298.734,347.451,1064.269,978.01,1064.269,978.01, , ,A,A,B+,B+,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013,18,1995,No,0.11,1,0.142857,6,5,0.714286,0,0,1,0.142857,1,0.142857,7,2012,8,1000000, ,0,2492084,242084, ,0.280694073,0.012781405,9.095892132,9.204109903,2.526528324,2.563255616,8.247869043,8.328811388,0.173764321,0.243592647, , ,0,0.468, ,2.6875,2.526528324,2.563255616,9.095892132,8.247869043,18,2.8,2.8,127,343,0,1,-1.105375603,-1.404251193
--,Guardian Life Ins. Co. of America,not publicly traded, , ,52,"insurance: life, health (mutual)", ,428,3,3.2,3,2.5,3,2.9,51,43,161,82,82,57,31,11,2.7,65,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3.2,428,238,3,0, ,-0.892842749
KHC,H.J. Heinz, ,31142,31142,31,food consumer products, ,2367,2.4,2,2,2,2.9,2.7,27,24,400,23,545,55,23,20,3,269,3.4, ,4, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,1,1,0,0,0,3,4,3,3,4,3,4,3,4,3,4,3,3,3,2,1,0,0,0,5,5,3,3,3,5,3,2, ,2.5,3.5,2.5,3.5,2,3.5,1.5,1,0,0,0,4, ,KRAFT HEINZ CO,KRAFT HEINZ CO,5568,5568,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12, ,24.5, ,4732.765, ,10922.269, ,657.071, ,10922.269,38972.348,36762.741,14617.646,13584.987, ,2225.259,16297.416,15437.843,16513.258,15656.761, , ,A,A,B+,B+, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.298559012, ,3.238678452,10.57060765,10.51224014,0.375077375,0.369531396, , , , , ,4, ,3.238678452, ,10.57060765, ,2.4,2,2367,234,3,0,-0.219014023,-2.42706808
HAL,Halliburton, ,213112,213112,21,"oil and gas equipment, services", ,2264,3.4,3,2.8,2.7,3.5,3.2,66,34,7,9999.99,719,70,18,11,2.6,374,4.1, ,1.5,0,1,6,1,1,6,1,6,1,1,5,0,5,0,5,0,0,0,2,5,1,2,5,2,2,5,2,5,2,4,3,5,3,4,2,0,2,0,3,1,1,1,2,2,2,1,2,1, ,4.5,1.5,5,1.5,4.5,1,0,1,1,4,1,1.5, ,HALLIBURTON CO,HALLIBURTON CO,5439,5439,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,77,80,6371,7337,29402,32870,2125,3500,29402,32870,29223,32240,7816,7840,4138,4919,13581,16267,13615,16298,588,601,A,A,B,B,0,0,1,0,0,0,1,0,1,1,0,0,1,1, ,2013,94,1919,No,0,1,0.090909,10,3,0.272727,0,0,3,0.272727,2,0.181818,11,2012,13,1530000, ,0,9536845,1606845, ,0.30392949,0.072273995,10.28881798,10.40031567,4.356708827,4.394449155,10.28271135,10.3809632,0.267460562,0.243176179,0.01999864,0.01828415,0,3, ,1.5,4.356708827,4.394449155,10.28881798,10.28271135,94,3.4,3,2264,106,0,1,-1.907321795,0.129974138
HOG,Harley-Davidson, ,336991,336991,31,transportation equipment, ,491,3.3,3.4,3.2,2.8,3.7,3,59,32,110,68,99,50,28,21,2.9,70,3.4, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,4,0,2,0,5,2,5,5,2,5,2,5,4,3,1,3,2,4,1,2,0,3,0,6,6,5,5,5,6,5,1, ,2,4,0.5,4,1,4.5,1.5,3,0,2.5,0,5.5, ,HARLEY-DAVIDSON INC,HARLEY-DAVIDSON INC,12389,12389,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,6.4,6.5,2671.026,2865.207,5899.872,6228.508,733.993,844.611,5899.872,6228.508,9405.04,9528.097,3416.713,3761.528,1317.062,1445.459,3009.486,2909.286,3009.486,2909.286,152.2,138.3,A,A,A-,A-,0,1,0,0,0,0,1,0,0,0,0,0,0, , ,2013,106,1903,No,0,1,0.076923,11,7,0.538462,5,0.384615,0,0,2,0.153846,13,2012,4,1079167, ,474919,7213366,299321, ,0.437636859,0.124408292,8.682685935,8.736892097,2.00148,2.014903021,9.149000995,9.162000292,0.363285324,0.394782715,0.02579717,0.022204355, ,0.1, ,5.5,2.00148,2.014903021,8.682685935,9.149000995,106,3.3,3.4,491,449,0,1,0.79397064,-0.125730084
HRS,Harris, ,518210,518210,51,network and other communications equipment, ,1366,2.9,2.8,3.2,2.4,2.9,2.8,46,38,526,33,243,68,17,13,2.7,247,3.1, ,4.375, ,4,4,3,4,3,4,3,4,3,2,3,2,3,2,3,3,3,0,4,1,5,2,5,5,2,5,2,5,4,2,2,4,1,3,2,3,0,2,1,4,4,5,5,5,3.75,5,1.25, ,3,2.5,2,3.5,1.5,3,2.5,3,0,3,1,4.25, ,HARRIS CORP,HARRIS CORP,5492,5492,6/30/2013,6/30/2014,2013,2014,INDL,C,D,USD,6,6,14,14,1966.4,1902.9,5111.7,5012,113,534.8,5111.7,5012,4858.4,4931.2,1577.1,1575.8,940.4,881.9,1561.3,1826,1561.2,1825.4,254.1,264.1,A,A,B+,B+,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,114,1895,No,0,1,0.083333,11,7,0.583333,1,0.083333,1,0.083333,2,0.166667,12,2012,1,535385, ,4500000,6270382,434997, ,0.602357161,0.022106149,8.539287309,8.519590316,2.708050201,2.708050201,8.488464445,8.503337645,0.324613041,0.319557106,0.04970949,0.052693536, ,0, ,4.375,2.708050201,2.708050201,8.539287309,8.488464445,114,2.9,2.8,1366,429,0,1,0.034232143,-1.148546971
HIG,Hartford Financial Services Group, ,524126,524126,52,insurance: property and casualty (stock), ,1397,3.1,3.3,3.1,2.7,3.4,2.9,50,40,362,71,369,62,23,14,2.8,203,3.8, ,3.5, ,3,4,3,3,4,3,4,3,3,2,3,4,1,4,1,0,1,0,2,1,4,3,4,4,3,4,3,4,3,1,4,4,2,3,2,1,0,3,1,3,3,4,4,4,3,4,1, ,2.5,2,4,2.5,3,2,1,1,0,2.5,1,3.5, ,HARTFORD FINANCIAL SERVICES,HARTFORD FINANCIAL SERVICES,61739,61739,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,18,17.5,2201,2178,25949,18320,176,798,25949,18320,277884,245013,6176,5653,2027,1980,18905,18720,18905,18720, , ,A,A,B-,B-,0,0,0,0,0,0,0,0,1,0,0,0,0, ,1,2013,203,1810,No,0,1,0.1,9,2,0.2,1,0.1,0,0,2,0.2,10,2012,4,1100000, ,0,3508974,58974, ,0.107220312,0.006782535,10.16388835,9.815748638,2.944438979,2.917770732,12.53495904,12.40906655,0.022225101,0.023072245, , , ,-0.5, ,3.5,2.944438979,2.917770732,10.16388835,12.53495904,203,3.1,3.3,1397,112,0,1,-0.556675577,-0.637138528
HCA,HCA Holdings, ,622110,622110,62,health care: medical facilities, ,1157,3.4,3.4,3.3,3.1,3.3,3.4,72,63,346,81,226,63,21,15,2.6,187,3.4, ,2,0,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,5,1,0,2,0,2,5,2,2,5,2,5,2,5,2,4,2,4,1,2,0,0,0,0,2,2,2,2,2,2,2,0, ,4.5,1.5,4,1.5,4,1,3.5,0.5,0,1,0,2, ,HCA HOLDINGS INC,HCA HOLDINGS INC,22260,22260,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,251,225,6812,7648,34182,36918,1556,1875,34182,36918,28831,31199,27590,29307,4792,5565,-8270,-7894,-6928,-6498,0,0,A,A,B+,B+,0, ,0,0,0,0,0,0,0,1,0,0,1,0, ,2013, ,1968,No,0.035,2,0.142857,4,2,0.142857,0,0,0,0,1,0.071429,14,2012,4,1387474, ,0,26735660,21989866, ,-0.691685912,0.045521034,10.43945447,10.51645452,5.529429088,5.420534999,10.26920648,10.34814132,0.956956054,0.939357031,0,0,0,-26, ,2,5.529429088,5.420534999,10.43945447,10.26920648, ,3.4,3.4,1157,82,0,1,-1.569660241,0.129974138
HDS,HD Supply, ,42,42,42,wholesalers: diversified, ,651,3,3,3.2,2.6,2.9,2.7,52,43,306,68,129,56,23,20,2.6,117,2.9, ,2.625, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,2,4,1,2,0,2,5,2,3,5,3,5,2,5,1,3,1,2,1,5,1,0,0,0,3,3,2,2,2,3,2.25,0.75, ,4,1.5,3,1.5,2.5,1.5,3.5,2.5,0.5,1,0,2.5, ,HD SUPPLY HOLDINGS INC,HD SUPPLY HOLDINGS INC,17812,17812,1/31/2014,1/31/2015,2013,2014,INDL,C,D,USD,1,1,15.5,15,2478,2563,8487,8882,-218,3,8487,8882,6324,6060,5534,5223,500,625,-764,-760,-764,-760,0,0,A,A, , , , , ,0, , ,0,0,0,0,0,0,0, , ,2013, , , , , , , , , , , , , , , , , , , , , , , , ,-0.654450262,-0.025686344,9.04629086,9.091782036,2.803360381,2.772588722,8.752107198,8.709465079,0.875079064,0.861881188,0,0,0,-0.5, ,2.625,2.803360381,2.772588722,9.04629086,8.752107198, ,3,3,651,330,0,1,-1.147583298,-0.892842749
HMA,Health Management Associates, , ,621111,62,health care: medical facilities, ,63,2.1,2.5,2.4,2.2,2.6,2.5,35,25,27,39,12,60,30,10,2.1,9,3.2, ,1.625,0,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,4,2,0,2,0,2,5,1,1,6,1,6,1,5,3,5,3,4,2,4,2,0,1,0,2,2,2,1,1,2,1.25,0.75, ,4.5,2,4.5,2,4,1.5,4,2,0,1.5,0,1.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,1.625, , , , , ,2.1,2.5,63,376,3,0,-1.822906406,-3.194180745
HNT,Health Net, ,524114,524114,52,health care: insurance and managed care, ,355,3,2.9,3.1,2.5,3.4,2.8,49,30,146,68,43,56,29,14,2.9,53,3.7, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,1,0,1,0,5,2,5,5,2,5,2,5,2,4,1,4,1,3,4,1,0,2,0,6,6,5,5,5,6,5,1, ,1,4.5,0.5,4.5,0.5,4,3,1,0,1.5,0,5.5, ,HEALTH NET INC,HEALTH NET INC,29710,29710,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,7.659,8.014,1664.278,2164.192,11053.743,14008.586,170.126,145.629,11053.743,14008.586,3929.125,5395.934,499.3,499.504,302.567,319.704,1628.811,1709.222,1628.811,1709.222, , ,A,A,B-,B-,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2013,33,1980,No,0.0481,1,0.1,8,5,0.5,2,0.2,0,0,3,0.3,10,2012,15,1200000, ,0,1288574,88574, ,0.185759428,0.015390805,9.310524383,9.547425706,2.158599242,2.198778924,8.276172034,8.593400986,0.127076639,0.092570443, , , ,0.355, ,5.5,2.158599242,2.198778924,9.310524383,8.276172034,33,3,2.9,355,236,0,1,0.79397064,-0.892842749
HSIC,Henry Schein, ,423450,423450,42,wholesalers: health care, ,360,3.4,3.8,3.7,3.2,3.4,3.1,68,62,206,84,79,57,20,21,2.7,49,4.2, ,5.5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,2,4,0,3,0,6,1,6,6,1,6,1,6,3,4,1,4,0,4,4,2,0,1,0,5,5,6,6,6,5,6,1, ,2,4,1,4,0.5,4,3,3,0,2,0,5.5, ,SCHEIN (HENRY) INC,SCHEIN (HENRY) INC,61494,61494,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,16,17.5,2778.114,3058.515,9560.647,10371.39,431.554,466.077,9560.647,10371.39,5624.636,6138.807,450.233,542.776,677.054,715.142,2785.197,2813.594,2788.001,2816.445,0,0,A,A,A-,A-,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2013,81,1932,No,0.021,5,0.357143,9,10,0.714286,7,0.5,1,0.071429,2,0.142857,14,2012,24,1201923, ,0,3847775,403352, ,0.24284568,0.045138577,9.165410682,9.246806333,2.833213344,2.917770732,8.634911514,8.722385703,0.080046602,0.088417179,0,0, ,1.5, ,5.5,2.833213344,2.917770732,9.165410682,8.634911514,81,3.4,3.8,360,296,0,1,0.79397064,0.129974138
HSY,Hershey, ,311351,311351,31,food consumer products, ,540,3.4,3.6,3.3,2.9,3.6,3,63,44,16,80,273,51,29,18,3.1,83,4, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,0,0,1,2,6,1,6,6,1,6,1,6,4,3,1,5,0,5,1,2,0,4,3,6,6,6,6,6,6,6,0, ,2,4,0.5,5,0,5,0.5,1,0,2.5,2.5,6, ,HERSHEY CO,HERSHEY CO,5597,5597,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,14.8,22.45,3458.904,3525.428,7146.079,7421.768,820.47,846.912,7146.079,7421.768,5357.488,5629.516,1795.142,1548.963,1362.832,1454.865,1604.834,1455.062,1616.052,1519.53,47.6,47.554,A,A,A,A,0,1,0,0,0,0,1,0,0,0,0,0,0, , ,2013,119,1894,No,0.0002,1,0.1,6,1,0.1,0,0,0,0,1,0.1,10,2012,2,1095999, ,0,3449526,165651, ,0.843309497,0.114814012,8.874319094,8.912172583,2.76000994,3.154870495,8.586250487,8.635778749,0.335071586,0.275150297,0.006660995,0.006407368,1,7.65, ,6,2.76000994,3.154870495,8.874319094,8.586250487,119,3.4,3.6,540,384,0,1,1.131632194,0.129974138
HTZ,Hertz Global Holdings, ,532111,532111,53,"automotive retailing, services", ,3526,2.5,2.3,2.3,2.1,2.7,2.6,34,23,63,43,703,57,22,19,2.4,352,3.3, ,4.5, ,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,3,4,0,2,1,4,3,4,4,3,4,3,4,5,2,3,1,1,2,2,3,0,1,1,5,5,4,4,4,5,4,1, ,3.5,2.5,2,2.5,1,3,2.5,3.5,0,1.5,1,4.5, ,HERTZ GLOBAL HOLDINGS INC,HERTZ GLOBAL HOLDINGS INC,5600,5600,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,30.4,33,5392.5,4851,10771.9,11046,346.2,-82,10771.9,11046,24588.4,23985,14256.1,14054,1637.3,610,2771.2,2464,2771.2,2464, , ,A,A, , ,0, ,0,0,0,1,0,1,0,0,0,0,0, , ,2013,95,1918,No,0.0268,1,0.083333,8,0,0,0,0,0,0,3,0.25,12,2012,7,1308750, ,0,6112642,592796, ,0.590827079,0.032139177,9.284696171,9.30982365,3.446807893,3.526360525,10.11003007,10.08518391,0.579789657,0.585949552, , , ,2.6, ,4.5,3.446807893,3.526360525,9.284696171,10.11003007,95,2.5,2.3,3526,293,0,1,0.118647531,-2.171363858
HES,Hess, ,324110,324110,31,petroleum refining, ,296,3.7,3.7,3.4,3.2,4,3.2,71,50,163,82,84,69,16,14,2.7,45,4.1, ,3.8125, ,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,0,0,0,4,0,6,1,6,6,1,5,2,5,4,3,0,4,0,4,1,0,0,2,0,2,2,6,6,5,2,5.625,3.625,1,4,2,2,2.5,2,2.5,0.5,0,0,3,0,4, ,HESS CORP,HESS CORP,1380,1380,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,12.225,3.045,8429,6709,22284,10737,5052,2317,22284,10737,42754,38578,5420,5919,2861,2052,24720,22205,24784,22320, , ,A,A,B+,B+,0,1,0,0,0,0,1,0,1,0,0,0,0,1, ,2013,44,1969,No,0.1143,1,0.071429,13,3,0.214286,3,0.214286,2,0.142857,2,0.142857,14,2012,18,1500000, ,0,1519950,19950, ,0.115437379,0.226709747,10.01162421,9.281450999,2.582108978,1.397481551,10.66321804,10.56043744,0.126771764,0.153429416, , , ,-9.18, ,3.8125,2.582108978,1.397481551,10.01162421,10.66321804,44,3.7,3.7,296,75,0,1,-0.345637106,0.897086803
